commune_code,commune_full_name,province_code,province_full_name,boundary_source_url
07738,Phường Cảnh Thuỵ,24,Tỉnh Bắc Ninh,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/24_bac_ninh/wards/07738_canh_thuy.geojson
07774,Phường Tự Lạn,24,Tỉnh Bắc Ninh,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/24_bac_ninh/wards/07774_tu_lan.geojson
07777,Phường Việt Yên,24,Tỉnh Bắc Ninh,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/24_bac_ninh/wards/07777_viet_yen.geojson
07795,Phường Nếnh,24,Tỉnh Bắc Ninh,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/24_bac_ninh/wards/07795_nenh.geojson
07798,Phường Vân Hà,24,Tỉnh Bắc Ninh,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/24_bac_ninh/wards/07798_van_ha.geojson
07822,Xã Hoàng Vân,24,Tỉnh Bắc Ninh,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/24_bac_ninh/wards/07822_hoang_van.geojson
07840,Xã Hiệp Hoà,24,Tỉnh Bắc Ninh,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/24_bac_ninh/wards/07840_hiep_hoa.geojson
07864,Xã Hợp Thịnh,24,Tỉnh Bắc Ninh,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/24_bac_ninh/wards/07864_hop_thinh.geojson
07870,Xã Xuân Cẩm,24,Tỉnh Bắc Ninh,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/24_bac_ninh/wards/07870_xuan_cam.geojson
09169,Phường Vũ Ninh,24,Tỉnh Bắc Ninh,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/24_bac_ninh/wards/09169_vu_ninh.geojson
09187,Phường Kinh Bắc,24,Tỉnh Bắc Ninh,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/24_bac_ninh/wards/09187_kinh_bac.geojson
09190,Phường Võ Cường,24,Tỉnh Bắc Ninh,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/24_bac_ninh/wards/09190_vo_cuong.geojson
09193,Xã Yên Phong,24,Tỉnh Bắc Ninh,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/24_bac_ninh/wards/09193_yen_phong.geojson
09202,Xã Tam Giang,24,Tỉnh Bắc Ninh,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/24_bac_ninh/wards/09202_tam_giang.geojson
09205,Xã Yên Trung,24,Tỉnh Bắc Ninh,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/24_bac_ninh/wards/09205_yen_trung.geojson
09208,Xã Tam Đa,24,Tỉnh Bắc Ninh,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/24_bac_ninh/wards/09208_tam_da.geojson
09238,Xã Văn Môn,24,Tỉnh Bắc Ninh,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/24_bac_ninh/wards/09238_van_mon.geojson
09247,Phường Quế Võ,24,Tỉnh Bắc Ninh,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/24_bac_ninh/wards/09247_que_vo.geojson
09253,Phường Nhân Hoà,24,Tỉnh Bắc Ninh,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/24_bac_ninh/wards/09253_nhan_hoa.geojson
09265,Phường Phương Liễu,24,Tỉnh Bắc Ninh,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/24_bac_ninh/wards/09265_phuong_lieu.geojson
09286,Phường Nam Sơn,24,Tỉnh Bắc Ninh,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/24_bac_ninh/wards/09286_nam_son.geojson
09292,Xã Phù Lãng,24,Tỉnh Bắc Ninh,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/24_bac_ninh/wards/09292_phu_lang.geojson
09295,Phường Bồng Lai,24,Tỉnh Bắc Ninh,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/24_bac_ninh/wards/09295_bong_lai.geojson
09301,Phường Đào Viên,24,Tỉnh Bắc Ninh,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/24_bac_ninh/wards/09301_dao_vien.geojson
09313,Xã Chi Lăng,24,Tỉnh Bắc Ninh,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/24_bac_ninh/wards/09313_chi_lang.geojson
09319,Xã Tiên Du,24,Tỉnh Bắc Ninh,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/24_bac_ninh/wards/09319_tien_du.geojson
09325,Phường Hạp Lĩnh,24,Tỉnh Bắc Ninh,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/24_bac_ninh/wards/09325_hap_linh.geojson
09334,Xã Liên Bão,24,Tỉnh Bắc Ninh,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/24_bac_ninh/wards/09334_lien_bao.geojson
09340,Xã Đại Đồng,24,Tỉnh Bắc Ninh,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/24_bac_ninh/wards/09340_dai_dong.geojson
09343,Xã Tân Chi,24,Tỉnh Bắc Ninh,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/24_bac_ninh/wards/09343_tan_chi.geojson
09349,Xã Phật Tích,24,Tỉnh Bắc Ninh,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/24_bac_ninh/wards/09349_phat_tich.geojson
09367,Phường Từ Sơn,24,Tỉnh Bắc Ninh,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/24_bac_ninh/wards/09367_tu_son.geojson
09370,Phường Tam Sơn,24,Tỉnh Bắc Ninh,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/24_bac_ninh/wards/09370_tam_son.geojson
09379,Phường Phù Khê,24,Tỉnh Bắc Ninh,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/24_bac_ninh/wards/09379_phu_khe.geojson
09385,Phường Đồng Nguyên,24,Tỉnh Bắc Ninh,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/24_bac_ninh/wards/09385_dong_nguyen.geojson
09400,Phường Thuận Thành,24,Tỉnh Bắc Ninh,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/24_bac_ninh/wards/09400_thuan_thanh.geojson
09409,Phường Mão Điền,24,Tỉnh Bắc Ninh,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/24_bac_ninh/wards/09409_mao_dien.geojson
09427,Phường Trí Quả,24,Tỉnh Bắc Ninh,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/24_bac_ninh/wards/09427_tri_qua.geojson
09430,Phường Trạm Lộ,24,Tỉnh Bắc Ninh,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/24_bac_ninh/wards/09430_tram_lo.geojson
09433,Phường Song Liễu,24,Tỉnh Bắc Ninh,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/24_bac_ninh/wards/09433_song_lieu.geojson
09445,Phường Ninh Xá,24,Tỉnh Bắc Ninh,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/24_bac_ninh/wards/09445_ninh_xa.geojson
09454,Xã Gia Bình,24,Tỉnh Bắc Ninh,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/24_bac_ninh/wards/09454_gia_binh.geojson
09466,Xã Cao Đức,24,Tỉnh Bắc Ninh,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/24_bac_ninh/wards/09466_cao_duc.geojson
09469,Xã Đại Lai,24,Tỉnh Bắc Ninh,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/24_bac_ninh/wards/09469_dai_lai.geojson
09475,Xã Nhân Thắng,24,Tỉnh Bắc Ninh,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/24_bac_ninh/wards/09475_nhan_thang.geojson
09487,Xã Đông Cứu,24,Tỉnh Bắc Ninh,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/24_bac_ninh/wards/09487_dong_cuu.geojson
09496,Xã Lương Tài,24,Tỉnh Bắc Ninh,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/24_bac_ninh/wards/09496_luong_tai.geojson
09499,Xã Trung Kênh,24,Tỉnh Bắc Ninh,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/24_bac_ninh/wards/09499_trung_kenh.geojson
09523,Xã Trung Chính,24,Tỉnh Bắc Ninh,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/24_bac_ninh/wards/09523_trung_chinh.geojson
09529,Xã Lâm Thao,24,Tỉnh Bắc Ninh,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/24_bac_ninh/wards/09529_lam_thao.geojson
04792,Phường Tân Hoà,25,Tỉnh Phú Thọ,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/25_phu_tho/wards/04792_tan_hoa.geojson
04795,Phường Hoà Bình,25,Tỉnh Phú Thọ,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/25_phu_tho/wards/04795_hoa_binh.geojson
04828,Phường Thống Nhất,25,Tỉnh Phú Thọ,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/25_phu_tho/wards/04828_thong_nhat.geojson
04831,Xã Đà Bắc,25,Tỉnh Phú Thọ,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/25_phu_tho/wards/04831_da_bac.geojson
04846,Xã Đức Nhàn,25,Tỉnh Phú Thọ,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/25_phu_tho/wards/04846_duc_nhan.geojson
04849,Xã Tân Pheo,25,Tỉnh Phú Thọ,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/25_phu_tho/wards/04849_tan_pheo.geojson
04873,Xã Quy Đức,25,Tỉnh Phú Thọ,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/25_phu_tho/wards/04873_quy_duc.geojson
04876,Xã Cao Sơn,25,Tỉnh Phú Thọ,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/25_phu_tho/wards/04876_cao_son.geojson
04891,Xã Tiền Phong,25,Tỉnh Phú Thọ,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/25_phu_tho/wards/04891_tien_phong.geojson
04894,Phường Kỳ Sơn,25,Tỉnh Phú Thọ,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/25_phu_tho/wards/04894_ky_son.geojson
04897,Xã Thịnh Minh,25,Tỉnh Phú Thọ,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/25_phu_tho/wards/04897_thinh_minh.geojson
04924,Xã Lương Sơn,25,Tỉnh Phú Thọ,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/25_phu_tho/wards/04924_luong_son.geojson
04960,Xã Liên Sơn,25,Tỉnh Phú Thọ,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/25_phu_tho/wards/04960_lien_son.geojson
04978,Xã Kim Bôi,25,Tỉnh Phú Thọ,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/25_phu_tho/wards/04978_kim_boi.geojson
04990,Xã Nật Sơn,25,Tỉnh Phú Thọ,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/25_phu_tho/wards/04990_nat_son.geojson
05014,Xã Mường Động,25,Tỉnh Phú Thọ,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/25_phu_tho/wards/05014_muong_dong.geojson
05047,Xã Cao Dương,25,Tỉnh Phú Thọ,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/25_phu_tho/wards/05047_cao_duong.geojson
05068,Xã Hợp Kim,25,Tỉnh Phú Thọ,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/25_phu_tho/wards/05068_hop_kim.geojson
05086,Xã Dũng Tiến,25,Tỉnh Phú Thọ,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/25_phu_tho/wards/05086_dung_tien.geojson
05089,Xã Cao Phong,25,Tỉnh Phú Thọ,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/25_phu_tho/wards/05089_cao_phong.geojson
05092,Xã Thung Nai,25,Tỉnh Phú Thọ,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/25_phu_tho/wards/05092_thung_nai.geojson
05116,Xã Mường Thàng,25,Tỉnh Phú Thọ,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/25_phu_tho/wards/05116_muong_thang.geojson
05128,Xã Tân Lạc,25,Tỉnh Phú Thọ,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/25_phu_tho/wards/05128_tan_lac.geojson
05134,Xã Mường Hoa,25,Tỉnh Phú Thọ,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/25_phu_tho/wards/05134_muong_hoa.geojson
05152,Xã Vân Sơn,25,Tỉnh Phú Thọ,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/25_phu_tho/wards/05152_van_son.geojson
05158,Xã Mường Bi,25,Tỉnh Phú Thọ,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/25_phu_tho/wards/05158_muong_bi.geojson
05191,Xã Toàn Thắng,25,Tỉnh Phú Thọ,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/25_phu_tho/wards/05191_toan_thang.geojson
05200,Xã Mai Châu,25,Tỉnh Phú Thọ,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/25_phu_tho/wards/05200_mai_chau.geojson
05206,Xã Tân Mai,25,Tỉnh Phú Thọ,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/25_phu_tho/wards/05206_tan_mai.geojson
05212,Xã Pà Cò,25,Tỉnh Phú Thọ,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/25_phu_tho/wards/05212_pa_co.geojson
05245,Xã Bao La,25,Tỉnh Phú Thọ,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/25_phu_tho/wards/05245_bao_la.geojson
05251,Xã Mai Hạ,25,Tỉnh Phú Thọ,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/25_phu_tho/wards/05251_mai_ha.geojson
05266,Xã Lạc Sơn,25,Tỉnh Phú Thọ,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/25_phu_tho/wards/05266_lac_son.geojson
05287,Xã Mường Vang,25,Tỉnh Phú Thọ,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/25_phu_tho/wards/05287_muong_vang.geojson
05290,Xã Nhân Nghĩa,25,Tỉnh Phú Thọ,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/25_phu_tho/wards/05290_nhan_nghia.geojson
05293,Xã Thượng Cốc,25,Tỉnh Phú Thọ,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/25_phu_tho/wards/05293_thuong_coc.geojson
05305,Xã Yên Phú,25,Tỉnh Phú Thọ,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/25_phu_tho/wards/05305_yen_phu.geojson
05323,Xã Quyết Thắng,25,Tỉnh Phú Thọ,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/25_phu_tho/wards/05323_quyet_thang.geojson
05329,Xã Ngọc Sơn,25,Tỉnh Phú Thọ,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/25_phu_tho/wards/05329_ngoc_son.geojson
05347,Xã Đại Đồng,25,Tỉnh Phú Thọ,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/25_phu_tho/wards/05347_dai_dong.geojson
05353,Xã Yên Thuỷ,25,Tỉnh Phú Thọ,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/25_phu_tho/wards/05353_yen_thuy.geojson
05362,Xã Lạc Lương,25,Tỉnh Phú Thọ,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/25_phu_tho/wards/05362_lac_luong.geojson
05386,Xã Yên Trị,25,Tỉnh Phú Thọ,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/25_phu_tho/wards/05386_yen_tri.geojson
05392,Xã Lạc Thuỷ,25,Tỉnh Phú Thọ,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/25_phu_tho/wards/05392_lac_thuy.geojson
05395,Xã An Nghĩa,25,Tỉnh Phú Thọ,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/25_phu_tho/wards/05395_an_nghia.geojson
05425,Xã An Bình,25,Tỉnh Phú Thọ,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/25_phu_tho/wards/05425_an_binh.geojson
07894,Phường Nông Trang,25,Tỉnh Phú Thọ,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/25_phu_tho/wards/07894_nong_trang.geojson
07900,Phường Việt Trì,25,Tỉnh Phú Thọ,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/25_phu_tho/wards/07900_viet_tri.geojson
07909,Phường Thanh Miếu,25,Tỉnh Phú Thọ,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/25_phu_tho/wards/07909_thanh_mieu.geojson
07918,Phường Vân Phú,25,Tỉnh Phú Thọ,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/25_phu_tho/wards/07918_van_phu.geojson
07942,Phường Phú Thọ,25,Tỉnh Phú Thọ,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/25_phu_tho/wards/07942_phu_tho.geojson
07948,Phường Âu Cơ,25,Tỉnh Phú Thọ,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/25_phu_tho/wards/07948_au_co.geojson
07954,Phường Phong Châu,25,Tỉnh Phú Thọ,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/25_phu_tho/wards/07954_phong_chau.geojson
07969,Xã Đoan Hùng,25,Tỉnh Phú Thọ,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/25_phu_tho/wards/07969_doan_hung.geojson
07996,Xã Bằng Luân,25,Tỉnh Phú Thọ,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/25_phu_tho/wards/07996_bang_luan.geojson
07999,Xã Chí Đám,25,Tỉnh Phú Thọ,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/25_phu_tho/wards/07999_chi_dam.geojson
08023,Xã Tây Cốc,25,Tỉnh Phú Thọ,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/25_phu_tho/wards/08023_tay_coc.geojson
08038,Xã Chân Mộng,25,Tỉnh Phú Thọ,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/25_phu_tho/wards/08038_chan_mong.geojson
08053,Xã Hạ Hoà,25,Tỉnh Phú Thọ,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/25_phu_tho/wards/08053_ha_hoa.geojson
08071,Xã Đan Thượng,25,Tỉnh Phú Thọ,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/25_phu_tho/wards/08071_dan_thuong.geojson
08110,Xã Hiền Lương,25,Tỉnh Phú Thọ,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/25_phu_tho/wards/08110_hien_luong.geojson
08113,Xã Yên Kỳ,25,Tỉnh Phú Thọ,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/25_phu_tho/wards/08113_yen_ky.geojson
08134,Xã Văn Lang,25,Tỉnh Phú Thọ,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/25_phu_tho/wards/08134_van_lang.geojson
08143,Xã Vĩnh Chân,25,Tỉnh Phú Thọ,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/25_phu_tho/wards/08143_vinh_chan.geojson
08152,Xã Thanh Ba,25,Tỉnh Phú Thọ,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/25_phu_tho/wards/08152_thanh_ba.geojson
08173,Xã Quảng Yên,25,Tỉnh Phú Thọ,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/25_phu_tho/wards/08173_quang_yen.geojson
08203,Xã Hoàng Cương,25,Tỉnh Phú Thọ,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/25_phu_tho/wards/08203_hoang_cuong.geojson
08209,Xã Đông Thành,25,Tỉnh Phú Thọ,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/25_phu_tho/wards/08209_dong_thanh.geojson
08218,Xã Chí Tiên,25,Tỉnh Phú Thọ,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/25_phu_tho/wards/08218_chi_tien.geojson
08227,Xã Liên Minh,25,Tỉnh Phú Thọ,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/25_phu_tho/wards/08227_lien_minh.geojson
08230,Xã Phù Ninh,25,Tỉnh Phú Thọ,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/25_phu_tho/wards/08230_phu_ninh.geojson
08236,Xã Phú Mỹ,25,Tỉnh Phú Thọ,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/25_phu_tho/wards/08236_phu_my.geojson
08245,Xã Trạm Thản,25,Tỉnh Phú Thọ,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/25_phu_tho/wards/08245_tram_than.geojson
08254,Xã Dân Chủ,25,Tỉnh Phú Thọ,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/25_phu_tho/wards/08254_dan_chu.geojson
08275,Xã Bình Phú,25,Tỉnh Phú Thọ,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/25_phu_tho/wards/08275_binh_phu.geojson
08290,Xã Yên Lập,25,Tỉnh Phú Thọ,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/25_phu_tho/wards/08290_yen_lap.geojson
08296,Xã Sơn Lương,25,Tỉnh Phú Thọ,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/25_phu_tho/wards/08296_son_luong.geojson
08305,Xã Xuân Viên,25,Tỉnh Phú Thọ,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/25_phu_tho/wards/08305_xuan_vien.geojson
08311,Xã Trung Sơn,25,Tỉnh Phú Thọ,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/25_phu_tho/wards/08311_trung_son.geojson
08323,Xã Thượng Long,25,Tỉnh Phú Thọ,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/25_phu_tho/wards/08323_thuong_long.geojson
08338,Xã Minh Hoà,25,Tỉnh Phú Thọ,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/25_phu_tho/wards/08338_minh_hoa.geojson
08341,Xã Cẩm Khê,25,Tỉnh Phú Thọ,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/25_phu_tho/wards/08341_cam_khe.geojson
08344,Xã Tiên Lương,25,Tỉnh Phú Thọ,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/25_phu_tho/wards/08344_tien_luong.geojson
08377,Xã Vân Bán,25,Tỉnh Phú Thọ,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/25_phu_tho/wards/08377_van_ban.geojson
08398,Xã Phú Khê,25,Tỉnh Phú Thọ,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/25_phu_tho/wards/08398_phu_khe.geojson
08416,Xã Hùng Việt,25,Tỉnh Phú Thọ,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/25_phu_tho/wards/08416_hung_viet.geojson
08431,Xã Đồng Lương,25,Tỉnh Phú Thọ,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/25_phu_tho/wards/08431_dong_luong.geojson
08434,Xã Tam Nông,25,Tỉnh Phú Thọ,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/25_phu_tho/wards/08434_tam_nong.geojson
08443,Xã Hiền Quan,25,Tỉnh Phú Thọ,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/25_phu_tho/wards/08443_hien_quan.geojson
08467,Xã Vạn Xuân,25,Tỉnh Phú Thọ,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/25_phu_tho/wards/08467_van_xuan.geojson
08479,Xã Thọ Văn,25,Tỉnh Phú Thọ,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/25_phu_tho/wards/08479_tho_van.geojson
08494,Xã Lâm Thao,25,Tỉnh Phú Thọ,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/25_phu_tho/wards/08494_lam_thao.geojson
08500,Xã Xuân Lũng,25,Tỉnh Phú Thọ,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/25_phu_tho/wards/08500_xuan_lung.geojson
08515,Xã Hy Cương,25,Tỉnh Phú Thọ,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/25_phu_tho/wards/08515_hy_cuong.geojson
08521,Xã Phùng Nguyên,25,Tỉnh Phú Thọ,https://raw.githubusercontent.com/thanglequoc/vietnamese-provinces-database/master/json/geojson/25_phu_tho/wards/08521_phung_nguyen.geojson
